pid,A,Y,X
2433,0.0,-0.9198,-0.3604
2434,1.0,2.0916,-0.5516
2435,1.0,-1.1396,-1.3944
2436,0.0,-1.484,-0.1937
2437,1.0,1.4032,0.3542
2438,1.0,0.4234,-0.6725
2439,0.0,0.5545,0.4056
2440,1.0,1.4695,-1.1817
2441,0.0,2.3105,0.5753
2442,0.0,2.9327,1.3269
2443,1.0,3.0348,-0.3888
2444,0.0,-1.494,-0.3135
2445,0.0,-2.4895,-0.861
2446,1.0,0.2126,-0.5806
2447,0.0,-1.6776,-1.1893
2448,1.0,1.8072,-0.3574
2449,0.0,1.2415,0.3923
2450,1.0,3.7288,1.8261
2451,0.0,0.4836,0.4558
2452,1.0,2.2028,-0.9097
2453,0.0,-1.2749,-0.643
2454,1.0,1.2535,-0.5077
2455,0.0,-1.3903,-1.4226
2456,1.0,1.6066,0.2139
2457,0.0,-0.7719,-0.0674
2458,0.0,1.475,0.7059
2459,0.0,-1.9283,-0.9028
2460,1.0,2.2503,0.9601
2461,1.0,3.8976,0.773
2462,0.0,2.0919,0.7602
2463,1.0,-0.0971,-0.8052
2464,1.0,5.5945,1.3692
2465,0.0,0.9835,0.7504
2466,1.0,2.1251,0.8465
2467,1.0,2.3908,0.6035
2468,0.0,0.2036,-0.3992
2469,0.0,0.3255,0.7069
2470,0.0,-1.0535,-0.449
2471,1.0,-1.1442,-1.9929
2472,0.0,1.0125,0.3599
2473,1.0,3.4213,1.8124
2474,0.0,-0.7706,-0.2613
2475,0.0,-0.5004,-0.2426
2476,1.0,0.9282,0.1056
2477,0.0,-2.9098,-2.5816
2478,1.0,-1.0916,-1.1974
2479,0.0,-0.8932,-0.4645
2480,0.0,0.417,-0.669
2481,1.0,2.9174,0.2913
2482,0.0,-1.4289,-0.4666
2483,1.0,1.5627,0.3952
2484,0.0,1.4866,1.2981
2485,0.0,-1.6287,-0.4029
2486,1.0,2.7584,0.6873
2487,1.0,2.7105,-0.0628
2488,0.0,1.0809,1.2498
2489,0.0,-2.8698,-1.4455
2490,1.0,3.0283,-0.6172
2491,1.0,2.2189,-0.1147
2492,1.0,2.3643,1.4769
2493,1.0,-2.1007,-0.5447
2494,1.0,0.5834,-0.9364
2495,0.0,-0.4531,-0.9952
2496,0.0,-0.2337,-1.129
2497,0.0,0.6139,1.0538
2498,0.0,-0.8023,0.5345
2499,1.0,0.7887,-1.0055
2500,1.0,2.7585,0.9258
2501,1.0,2.938,0.12
2502,0.0,-2.263,-1.7665
2503,1.0,2.4427,0.7401
2504,0.0,-0.7145,-0.6274
2505,1.0,2.8852,-0.2421
2506,1.0,4.95,1.0316
2507,0.0,-0.4736,0.2587
2508,0.0,-0.6216,0.0474
2509,1.0,2.9387,0.5547
2510,0.0,-0.9554,-0.4771
2511,0.0,-1.413,-1.1404
2512,1.0,4.174,1.1336
2513,1.0,2.1196,-1.0502
2514,1.0,0.5879,-1.6095
2515,1.0,0.01,-1.7819
2516,0.0,-1.6676,-1.8258
2517,0.0,-1.6259,-0.3168
2518,0.0,-2.568,-0.2868
2519,0.0,0.7851,-0.2486
2520,1.0,1.0605,-0.3347
2521,1.0,0.4425,-0.0719
2522,0.0,-1.1228,-0.9466
2523,1.0,3.5981,-0.4322
2524,0.0,-2.6778,-1.1526
2525,1.0,2.555,0.5492
2526,1.0,4.3019,1.7154
2527,0.0,-0.8401,-1.2428
2528,1.0,0.1189,-0.3763
2529,1.0,2.6033,-0.1096
2530,0.0,-1.8796,-0.6481
2531,0.0,-0.7716,-0.8397
2532,0.0,0.7917,0.2619
2533,0.0,-2.17,-2.3134
2534,0.0,-0.4852,-0.5567
2535,1.0,2.2408,-0.8942
2536,1.0,-1.036,-0.8808
2537,0.0,0.6437,0.199
2538,0.0,-1.5551,-1.2957
2539,1.0,2.3728,-0.6134
2540,1.0,1.4429,0.3798
2541,0.0,2.7471,0.8456
2542,1.0,4.4706,1.4427
2543,1.0,3.5769,0.9889
2544,1.0,1.8275,0.1806
2545,1.0,3.1331,-0.153
2546,0.0,0.9241,1.7817
2547,1.0,2.5429,-0.784
2548,0.0,0.7856,-0.2606
2549,1.0,3.8563,1.7224
2550,1.0,1.8389,-0.7619
2551,0.0,-2.9389,-1.7553
2552,1.0,4.5255,0.4853
2553,1.0,0.8288,-0.3843
2554,1.0,2.0674,-0.5472
2555,0.0,1.3099,-0.6335
2556,1.0,0.6735,-0.4018
2557,0.0,-0.8817,-0.5227
2558,0.0,-0.1206,-0.6846
2559,0.0,-1.7123,-1.0218
2560,1.0,-0.4122,-1.1218
2561,1.0,5.3363,2.3421
2562,1.0,3.4946,0.7308
2563,1.0,1.8283,0.1797
2564,0.0,-4.7985,-2.0174
2565,0.0,0.1774,-1.1077
2566,0.0,-4.4779,-2.9342
2567,0.0,-1.2018,-0.9979
2568,1.0,6.403,1.6416
2569,0.0,-4.4225,-2.7336
2570,0.0,1.3179,-0.0729
2571,1.0,1.3117,-0.1178
2572,0.0,2.1936,0.4485
2573,0.0,-1.2048,-0.309
2574,0.0,0.4801,-0.0088
2575,1.0,2.8626,0.5436
2576,0.0,0.6562,0.0631
2577,0.0,-0.7098,-1.3711
2578,1.0,3.2773,1.4052
2579,0.0,-1.2829,-1.2652
2580,1.0,1.4222,-0.1039
2581,1.0,0.9076,-0.4659
2582,1.0,3.2807,0.5715
2583,0.0,-1.9875,-1.3655
2584,1.0,2.2223,-0.7777
2585,0.0,-0.6158,-0.1562
2586,1.0,6.305,1.6972
2587,1.0,3.3876,1.1038
2588,1.0,1.0794,-0.5109
2589,1.0,0.7164,-0.9496
2590,1.0,1.0671,0.6102
2591,0.0,-1.0104,-0.5095
2592,0.0,2.1008,0.8895
2593,0.0,-1.1944,0.2941
2594,1.0,2.6566,0.855
2595,0.0,0.1061,0.2908
2596,1.0,-0.3667,-0.3419
2597,1.0,0.2763,-0.4154
2598,0.0,-3.2297,-1.6821
2599,0.0,0.6272,0.6476
2600,1.0,2.6773,0.3565
2601,0.0,0.1999,1.0083
2602,1.0,2.5869,0.091
2603,1.0,3.9892,0.3622
2604,1.0,2.1358,0.2908
2605,0.0,0.5559,0.1238
2606,1.0,1.7699,-0.5283
2607,1.0,4.0243,0.8755
2608,1.0,1.0844,-0.6588
2609,0.0,-1.6729,-1.35
2610,1.0,3.0168,0.6548
2611,1.0,-0.6281,-0.9447
2612,1.0,0.9998,0.3262
2613,1.0,5.0377,1.0376
2614,0.0,-0.4642,0.3461
2615,0.0,-3.135,-1.5358
2616,0.0,-1.3359,-0.1425
2617,1.0,1.5563,0.0986
2618,1.0,0.6768,-0.55
2619,1.0,1.7323,-0.1973
2620,1.0,0.5864,-0.2347
2621,1.0,-0.7685,-1.3533
2622,0.0,-3.4074,-2.2482
2623,1.0,-0.1708,-0.0672
2624,0.0,-1.8447,-1.3724
2625,0.0,-1.3773,-0.6657
2626,1.0,2.9186,1.3009
2627,0.0,1.4255,1.1296
2628,0.0,-2.47,-0.6951
2629,0.0,-0.9795,-1.0191
2630,0.0,-0.708,0.0779
2631,0.0,-2.0926,-1.6921
2632,1.0,3.8669,1.8624
2633,0.0,-2.7877,-1.9652
2634,0.0,0.7685,-1.1394
2635,0.0,-2.0705,-0.92
2636,1.0,1.2121,-0.2422
2637,1.0,2.561,0.4838
2638,0.0,1.4652,0.4239
2639,0.0,0.0526,-1.2537
2640,0.0,-0.7561,-0.2898
2641,1.0,1.9365,0.2063
2642,0.0,-0.0408,-0.6146
2643,0.0,-1.1686,-0.6159
2644,0.0,3.4109,1.445
2645,0.0,-1.2545,-0.2732
2646,0.0,0.2898,1.01
2647,1.0,3.0981,0.325
2648,1.0,0.587,-0.1491
2649,1.0,2.7343,-0.3175
2650,0.0,-0.6399,-0.7583
2651,1.0,2.2605,0.7227
2652,1.0,0.5093,-0.9399
2653,1.0,2.0765,1.0028
2654,1.0,3.688,1.3301
2655,1.0,1.4607,-0.879
2656,1.0,3.3745,0.0623
2657,0.0,-1.2296,-1.0339
2658,0.0,-2.7297,-1.4418
2659,1.0,4.1233,1.0158
2660,0.0,0.4442,0.5129
2661,0.0,-0.6086,0.1992
2662,0.0,-1.2319,-0.174
2663,1.0,4.1361,2.5455
2664,1.0,0.9383,-0.3545
2665,1.0,3.4989,0.4572
2666,0.0,-2.622,-0.6691
2667,0.0,1.6128,0.8139
2668,1.0,-0.7114,-1.1563
2669,1.0,2.301,-0.7406
2670,0.0,1.1215,0.5671
2671,1.0,2.3414,0.575
2672,1.0,0.637,0.0955
2673,1.0,3.9169,0.211
2674,0.0,-1.9004,-0.8952
2675,1.0,2.4727,0.24
2676,1.0,4.481,1.121
2677,1.0,2.3802,0.7925
2678,1.0,3.4294,0.4387
2679,1.0,1.5255,0.406
2680,0.0,0.068,-0.5581
2681,1.0,1.0401,-0.0227
2682,1.0,2.5488,1.0105
2683,1.0,1.7182,0.4405
2684,0.0,0.8571,0.3249
2685,0.0,0.7913,1.1316
2686,1.0,3.7815,0.3241
2687,0.0,0.0896,-0.6731
2688,0.0,0.7753,-0.5765
2689,0.0,-3.2994,-1.6303
2690,0.0,-1.141,-0.7238
2691,0.0,2.0017,1.5775
2692,0.0,-2.4853,-0.7486
2693,0.0,-3.0019,-2.328
2694,1.0,2.917,0.5896
2695,0.0,0.7406,-0.2039
2696,1.0,2.0648,1.5313
2697,1.0,3.2843,0.6568
2698,0.0,0.1389,0.8263
2699,1.0,1.4052,0.2691
2700,0.0,1.3747,0.9482
2701,1.0,3.5987,1.1128
2702,0.0,-0.3469,-0.5728
2703,0.0,2.2224,0.8917
2704,1.0,5.1848,1.4338
2705,1.0,3.2414,1.7398
2706,1.0,2.02,0.327
2707,0.0,2.3747,-0.3132
2708,1.0,4.2715,1.2526
2709,1.0,1.6746,0.0926
2710,0.0,-0.6283,0.5106
2711,1.0,1.4474,0.0086
2712,1.0,2.5719,0.7274
2713,0.0,-0.6837,-1.6268
2714,1.0,4.7503,0.1526
2715,1.0,3.7995,0.6274
2716,1.0,1.5636,-0.3435
2717,0.0,1.6647,0.8596
2718,0.0,-0.069,0.104
2719,0.0,-0.072,-1.0047
2720,1.0,0.8211,-0.984
2721,0.0,-1.0506,-1.3237
2722,0.0,-1.555,-2.0491
2723,1.0,4.1872,1.6487
2724,0.0,-3.4744,-1.9054
2725,0.0,0.9568,0.9198
2726,0.0,-1.8746,-0.9061
2727,1.0,2.2211,0.3267
2728,1.0,2.6698,0.7944
2729,1.0,0.4222,-0.7497
2730,0.0,-1.0065,0.8338
2731,1.0,4.3857,2.3563
2732,1.0,3.3717,0.6892
2733,1.0,2.5445,1.2489
2734,1.0,5.5797,3.2078
2735,1.0,3.0638,1.235
2736,0.0,1.4674,-0.0955
2737,1.0,1.8551,-0.2376
2738,1.0,2.4294,1.3983
2739,0.0,0.861,1.3257
2740,0.0,-0.725,-0.5111
2741,0.0,-1.5315,-0.931
2742,1.0,3.3587,0.2466
2743,1.0,2.65,0.802
2744,1.0,2.5137,-0.085
2745,1.0,1.9169,0.2213
2746,0.0,-2.0385,-0.995
2747,0.0,0.2391,-0.6534
2748,0.0,-0.1336,0.9545
2749,1.0,1.2145,-0.3139
2750,0.0,-0.6064,0.4128
2751,1.0,1.9889,-0.3037
2752,0.0,0.3968,-0.5357
2753,0.0,-0.9624,0.1798
2754,0.0,-1.1532,0.6972
2755,0.0,-0.7742,-0.8322
2756,0.0,-0.3149,-1.1707
2757,1.0,1.7647,-0.1762
2758,0.0,-1.2853,-1.0835
2759,1.0,2.8321,1.3336
2760,1.0,5.1166,0.2538
2761,0.0,-0.5239,-0.8716
2762,0.0,0.1499,-1.6116
2763,1.0,1.0671,-0.2807
2764,0.0,2.0111,0.1992
2765,1.0,1.0021,-0.2846
2766,1.0,3.6335,0.933
2767,1.0,2.3225,-0.1941
2768,1.0,0.1863,0.382
2769,1.0,0.5062,-0.6879
2770,1.0,-0.1126,-1.1631
2771,0.0,-1.3497,-0.4822
2772,1.0,0.96,-0.412
2773,1.0,3.7482,1.172
2774,0.0,-2.5097,-1.0682
2775,0.0,0.5449,0.1233
2776,0.0,-0.1251,0.0852
2777,0.0,0.4751,-0.252
2778,0.0,-1.8056,0.159
2779,0.0,0.0761,-0.6222
2780,0.0,0.8374,0.268
2781,1.0,4.1806,1.0225
2782,1.0,1.9242,-0.3632
2783,1.0,4.3478,0.6007
2784,1.0,5.2543,1.7344
2785,1.0,4.281,2.2509
2786,1.0,2.0425,0.3087
2787,1.0,2.8444,0.6862
2788,0.0,-1.0778,-0.8145
2789,1.0,3.0115,0.0734
2790,1.0,-0.9988,-1.5539
2791,0.0,-0.8775,-0.0224
2792,1.0,7.1923,3.0796
2793,1.0,1.2264,-0.2288
2794,1.0,3.0255,0.3043
2795,0.0,0.9871,0.8245
2796,0.0,-0.1671,0.2174
2797,0.0,-0.7969,-1.088
2798,1.0,1.2826,0.6875
2799,1.0,1.662,-0.2702
2800,1.0,0.5117,-1.3773
2801,0.0,1.0357,0.6774
2802,0.0,1.2838,1.0606
2803,0.0,-0.7766,-1.6829
2804,1.0,4.7675,2.0624
2805,1.0,5.3001,1.6206
2806,1.0,2.8267,0.8703
2807,1.0,1.3415,0.5868
2808,1.0,2.2746,0.5765
2809,0.0,-0.1261,-0.7385
2810,0.0,0.3432,-0.4088
2811,0.0,-1.2654,-0.0809
2812,0.0,-0.0597,-0.3616
2813,1.0,1.1994,-1.2464
2814,1.0,3.9074,0.8366
2815,0.0,2.0078,-0.1634
2816,1.0,3.5098,0.932
2817,0.0,-1.5428,-1.469
2818,0.0,0.1761,-0.2326
2819,1.0,1.7413,0.2196
2820,1.0,3.0719,1.4921
2821,1.0,2.7106,1.3371
2822,1.0,5.3859,1.9477
2823,1.0,6.1818,2.369
2824,0.0,1.3,1.161
2825,1.0,1.3872,0.8712
2826,1.0,3.1856,0.8267
2827,0.0,-0.5079,-0.3896
2828,1.0,3.9411,1.1973
2829,1.0,2.736,1.1754
2830,0.0,-0.9876,-0.0947
2831,1.0,3.2659,0.0589
2832,1.0,5.0018,0.2457
2833,0.0,-2.5219,-1.1215
2834,1.0,2.6076,0.9467
2835,1.0,3.2652,0.9098
2836,1.0,2.0653,-0.3413
2837,1.0,1.8666,1.0398
2838,1.0,3.488,0.5452
2839,0.0,-0.0507,0.384
2840,0.0,-3.4741,-1.5958
2841,0.0,0.1624,-0.4834
2842,0.0,-0.3678,-0.7675
2843,0.0,-1.0102,-1.4204
2844,0.0,-1.4334,-0.9805
2845,0.0,-2.7629,-1.2069
2846,1.0,2.7808,0.8327
2847,0.0,0.4926,0.5946
2848,1.0,3.4517,1.2283
2849,0.0,-4.143,-2.1076
2850,0.0,-2.7779,-1.2179
2851,1.0,2.2715,0.3286
2852,1.0,2.6475,0.5167
2853,0.0,-0.8878,-0.7168
2854,1.0,2.9664,0.3557
2855,1.0,1.8126,1.2179
2856,0.0,-0.1747,0.5569
2857,0.0,-2.6366,-0.8934
2858,0.0,-3.9659,-1.0868
2859,0.0,-1.4294,-0.3218
2860,1.0,3.7291,1.5399
2861,0.0,0.4832,-1.0692
2862,0.0,0.1555,-0.2189
2863,0.0,0.6025,0.3634
2864,0.0,-1.2369,0.6859
2865,1.0,0.5328,-0.1821
2866,1.0,0.3888,-0.0517
2867,0.0,0.7623,-0.2689
2868,0.0,-3.3021,-0.9294
2869,0.0,-1.8992,-1.708
2870,1.0,3.9753,0.9205
2871,1.0,3.2501,0.0291
2872,1.0,1.289,0.2738
2873,0.0,1.4947,1.3489
2874,1.0,4.7507,0.7799
2875,1.0,3.0785,0.256
2876,0.0,2.5151,0.621
2877,0.0,1.5606,0.9214
2878,0.0,-0.5732,-0.9738
2879,1.0,1.3992,0.7727
2880,1.0,2.2236,0.0735
2881,1.0,0.453,-0.6643
2882,1.0,2.7144,0.5887
2883,1.0,2.6895,-0.7016
2884,1.0,3.963,0.6314
2885,0.0,-0.0219,0.8456
2886,1.0,1.8727,-0.0239
2887,0.0,-0.5504,-0.4014
2888,1.0,0.5901,-1.2673
2889,1.0,3.6144,0.9219
2890,0.0,0.7531,0.5811
2891,1.0,1.4913,-0.1107
2892,0.0,-2.528,-1.4664
2893,0.0,-2.0019,-0.5493
2894,1.0,1.2995,1.28
2895,1.0,0.1631,-0.3101
2896,0.0,0.8201,0.053
2897,0.0,-0.3399,-0.8496
2898,0.0,-1.78,-0.424
2899,0.0,0.7263,-0.0662
2900,1.0,3.1797,0.9034
2901,0.0,-0.3412,-0.9974
2902,0.0,-1.936,-0.7204
2903,0.0,1.2137,-0.1643
2904,1.0,1.5041,0.017
2905,1.0,0.311,-0.9351
2906,0.0,-0.2258,-0.0271
2907,0.0,-0.6056,-0.6612
2908,1.0,1.8053,-0.6805
2909,0.0,3.7607,0.6829
2910,1.0,1.8663,0.3748
2911,0.0,0.8451,0.1657
2912,0.0,0.4845,0.2368
2913,0.0,-1.8337,-1.5432
2914,0.0,-1.2202,-0.8293
2915,0.0,-0.7268,-0.501
2916,0.0,-2.0077,0.1054
2917,0.0,0.7485,0.5748
2918,0.0,2.4452,1.3606
2919,1.0,4.5171,2.277
2920,0.0,-5.0292,-2.1999
2921,1.0,3.6088,1.323
2922,1.0,3.0253,1.0854
2923,1.0,5.4024,1.0382
2924,0.0,-1.151,-0.1255
2925,1.0,3.0271,0.6653
2926,1.0,1.8872,0.0049
2927,0.0,0.9475,-0.2488
2928,0.0,1.1334,-0.5694
2929,1.0,4.7957,1.8949
2930,1.0,0.5817,-1.1917
2931,1.0,3.0472,0.4063
2932,0.0,-0.5583,1.069
2933,0.0,1.45,-0.5265
2934,1.0,3.0352,1.3397
2935,0.0,-0.1463,0.1136
2936,0.0,1.7511,0.0766
2937,1.0,1.2206,0.1904
2938,0.0,-1.7665,-1.5524
2939,0.0,-0.9647,-2.1503
2940,0.0,-1.2325,-0.9719
2941,1.0,2.5758,0.2936
2942,0.0,-0.921,-0.7763
2943,1.0,1.4855,-0.1813
2944,0.0,-1.8889,-1.2096
2945,0.0,-0.7544,-1.2636
2946,1.0,3.396,0.1659
2947,0.0,-2.2391,-0.706
2948,0.0,-3.5682,-2.7351
2949,0.0,-0.541,-0.1966
2950,0.0,-2.518,-0.4344
2951,0.0,-1.1946,-0.5326
2952,1.0,3.9891,0.7944
2953,1.0,2.9482,-0.2052
2954,1.0,3.8834,1.4474
2955,0.0,-0.0145,0.3633
2956,0.0,1.3226,0.6935
2957,1.0,1.8612,-0.888
2958,0.0,2.4979,0.9892
2959,1.0,3.4337,0.9706
2960,1.0,2.0842,0.661
2961,1.0,2.6908,0.0701
2962,0.0,-0.8785,0.2007
2963,1.0,3.4283,0.7972
2964,0.0,-1.397,-0.8863
2965,1.0,1.9328,0.5624
2966,0.0,1.1016,1.8633
2967,1.0,5.737,1.8136
2968,1.0,2.3376,-0.0575
2969,1.0,1.3043,0.8379
2970,0.0,-0.8156,-0.7389
2971,1.0,2.1671,0.4481
2972,1.0,1.298,0.0952
2973,0.0,-4.0872,-2.1973
2974,1.0,3.815,1.5497
2975,0.0,-1.2774,-1.6515
2976,1.0,0.7787,0.2919
2977,1.0,-1.1134,-1.4809
2978,1.0,0.2261,-0.5096
2979,0.0,-1.0349,-0.0085
2980,0.0,0.1306,-0.8129
2981,1.0,2.9502,0.1407
2982,0.0,-0.7193,-0.0578
2983,1.0,1.8311,0.5846
2984,0.0,-0.5954,-0.5888
2985,0.0,-1.6247,-0.7115
2986,0.0,0.0356,0.419
2987,1.0,4.2787,0.3517
2988,0.0,-1.1012,0.183
2989,1.0,3.9416,0.3596
2990,0.0,0.6594,1.0102
2991,1.0,4.206,2.0326
2992,1.0,1.1161,-0.0466
2993,0.0,0.8996,-0.4029
2994,1.0,3.3154,1.0023
2995,1.0,1.8538,0.3205
2996,1.0,2.6838,-0.6049
2997,1.0,4.7337,2.0334
2998,1.0,3.4674,0.0154
2999,0.0,-0.9553,-0.2253
3000,0.0,1.0456,0.6568
3001,0.0,-3.3283,-1.6813
3002,0.0,1.9535,0.601
3003,0.0,0.1272,-0.2978
3004,1.0,2.7869,0.1101
3005,0.0,-2.7101,-1.9658
3006,1.0,0.4361,0.0706
3007,1.0,3.7853,0.6359
3008,1.0,1.8598,0.747
3009,1.0,2.5485,0.181
3010,0.0,-2.157,-1.3196
3011,1.0,3.2438,1.7694
3012,1.0,2.7228,0.0593
3013,0.0,-0.4144,-0.3892
3014,1.0,0.3217,-1.1157
3015,0.0,1.0359,-0.6368
3016,1.0,2.8226,0.0778
3017,1.0,0.6953,0.068
3018,1.0,1.7577,-0.1374
3019,0.0,-0.1451,-0.132
3020,0.0,-3.2675,-1.8854
3021,1.0,4.2773,1.2937
3022,1.0,2.7309,0.8319
3023,0.0,0.6707,-0.105
3024,0.0,-1.7485,-1.2808
3025,0.0,-1.2331,-0.3249
3026,1.0,2.7214,-0.2855
3027,0.0,-1.1328,-0.8619
3028,1.0,2.4436,-0.4023
3029,0.0,-1.1047,-0.7664
3030,0.0,-0.2551,-0.5689
3031,0.0,-0.4604,-0.6822
3032,0.0,-2.1914,-1.7584
3033,1.0,2.6031,1.6524
3034,0.0,0.6184,0.107
3035,1.0,0.7343,-0.6549
3036,0.0,-1.0948,-1.4324
3037,1.0,3.2945,0.8892
3038,0.0,0.0665,0.4033
3039,0.0,0.9526,-0.3801
3040,1.0,3.7226,0.4868
3041,1.0,4.5377,1.477
3042,1.0,3.5592,0.6751
3043,1.0,3.4198,2.7659
3044,1.0,0.2877,-0.6978
3045,1.0,4.406,1.2807
3046,0.0,-0.3066,-1.2106
3047,1.0,0.9202,-0.248
3048,0.0,-0.0042,-0.5431
3049,0.0,0.3022,0.5651
3050,1.0,4.3292,0.5412
3051,1.0,0.7818,-0.108
3052,0.0,-1.3452,-0.7183
3053,1.0,-0.0514,0.0692
3054,1.0,2.1245,0.1999
3055,0.0,-0.3441,0.4691
3056,0.0,-0.8049,-0.6335
3057,1.0,1.6282,-1.3709
3058,0.0,2.0992,1.4522
3059,1.0,3.0383,1.25
3060,0.0,-0.856,-1.024
3061,1.0,5.8783,1.6385
3062,1.0,1.391,-0.3445
3063,0.0,1.3458,1.083
3064,0.0,-2.98,-2.4174
3065,0.0,2.1284,0.7747
3066,0.0,-0.1866,-0.7829
3067,1.0,2.167,-0.1534
3068,0.0,-1.4225,-1.0334
3069,0.0,-0.365,-0.06
3070,1.0,1.5524,-0.0804
3071,1.0,3.3488,1.4672
3072,0.0,-2.1237,-1.157
3073,1.0,2.6848,0.8107
3074,1.0,3.7544,1.9246
3075,1.0,6.2491,1.9559
3076,1.0,4.2201,1.354
3077,0.0,2.0922,0.1911
3078,0.0,-0.3248,-1.4783
3079,1.0,2.6272,0.4636
3080,1.0,2.6781,0.7679
3081,0.0,-1.5015,-2.0385
3082,1.0,1.7989,0.031
3083,1.0,0.3613,-1.5137
3084,0.0,-2.1427,-0.4755
3085,1.0,3.5742,0.6208
3086,1.0,2.9512,0.362
3087,1.0,5.8798,2.1321
3088,0.0,3.0492,1.6388
3089,0.0,-0.1127,-0.027
3090,1.0,3.7842,0.9719
3091,0.0,1.0414,0.5474
3092,1.0,2.1899,0.0179
3093,0.0,-0.5361,0.2335
3094,0.0,-0.36,-0.7412
3095,0.0,2.8169,0.9775
3096,1.0,1.7814,0.7977
3097,0.0,-2.7073,-0.8729
3098,1.0,2.4884,-0.0719
3099,1.0,2.2791,-0.699
3100,1.0,2.62,-0.4643
3101,1.0,2.4738,0.6394
3102,0.0,-0.3543,-0.5855
3103,1.0,3.6406,1.3376
3104,1.0,3.6434,1.6611
3105,1.0,1.3076,-1.1876
3106,1.0,0.525,-0.4046
3107,0.0,0.4132,-0.2361
3108,1.0,2.8785,0.0776
3109,1.0,3.1183,0.2871
3110,0.0,0.6178,-0.4062
3111,1.0,1.9947,0.3961
3112,0.0,1.277,0.9182
3113,0.0,2.111,0.5412
3114,1.0,3.9569,0.5233
3115,0.0,-1.7114,-1.1191
3116,1.0,1.3839,-0.8092
3117,0.0,-1.542,0.103
3118,0.0,-1.4315,-0.709
3119,1.0,4.3327,0.5941
3120,0.0,0.5836,2.3403
3121,1.0,-1.0414,-0.8192
3122,0.0,0.8329,0.5698
3123,1.0,3.6095,-0.0196
3124,0.0,-2.0378,-0.8374
3125,0.0,0.1616,0.4052
3126,1.0,3.8977,0.1428
3127,1.0,5.3551,1.6156
3128,0.0,-2.4741,-1.84
3129,1.0,1.4465,0.1197
3130,0.0,-0.6224,-0.2249
3131,0.0,-2.7626,-1.2259
3132,1.0,1.1719,0.6629
3133,0.0,0.2037,0.8594
3134,0.0,-1.129,-0.7974
3135,1.0,2.545,0.2997
3136,0.0,-0.777,-0.5239
3137,0.0,-0.8588,0.1393
3138,1.0,1.1156,0.4993
3139,0.0,-2.036,-1.5886
3140,1.0,3.0617,0.1085
3141,1.0,4.0158,1.2896
3142,1.0,0.1486,-1.7548
3143,0.0,1.3566,1.2849
3144,1.0,1.3046,-0.2759
3145,0.0,0.8183,0.2623
3146,0.0,-0.8127,-1.5203
3147,0.0,-0.6814,-0.1407
3148,0.0,-2.8614,-1.5837
3149,0.0,-1.4671,-0.7032
3150,0.0,2.8565,0.8817
3151,0.0,-0.1271,0.1431
3152,1.0,4.0569,-0.1828
3153,0.0,-2.6321,-0.2781
3154,1.0,2.49,0.3755
3155,1.0,1.1811,0.3674
3156,1.0,3.4848,1.3404
3157,1.0,0.916,-1.1592
3158,0.0,1.4143,0.7535
3159,0.0,-1.4077,-0.1553
3160,1.0,2.1643,0.308
3161,1.0,0.9241,0.3112
3162,1.0,4.1795,1.4002
3163,1.0,1.9524,1.0129
3164,1.0,3.0222,0.9534
3165,0.0,0.4493,-0.6413
3166,0.0,-0.269,-0.4757
3167,1.0,3.1778,1.766
3168,1.0,2.0898,0.4164
3169,0.0,-2.1152,-0.4318
3170,1.0,2.4395,0.0057
3171,0.0,2.6244,1.3572
3172,1.0,1.9452,0.9638
3173,0.0,1.3647,0.748
3174,0.0,-0.5955,-0.3652
3175,1.0,3.3635,0.5317
3176,1.0,2.3496,0.4027
3177,0.0,0.5665,-0.3804
3178,1.0,1.5077,-0.6105
3179,1.0,3.2071,2.5119
3180,0.0,1.4345,0.227
3181,1.0,3.7025,0.522
3182,0.0,-1.894,-0.5671
3183,1.0,2.3124,0.9398
3184,0.0,-1.5945,-0.6023
3185,0.0,0.1434,-0.2599
3186,0.0,-1.6884,-2.0576
3187,1.0,5.6449,1.6673
3188,0.0,-1.1185,-1.272
3189,1.0,0.1888,-0.1804
3190,1.0,3.4054,0.8927
3191,1.0,2.1372,-0.5017
3192,1.0,3.717,1.0822
3193,0.0,-0.1833,-0.4018
3194,0.0,-2.5476,-2.8072
3195,0.0,0.4761,0.2851
3196,1.0,2.9483,0.8403
3197,0.0,-0.192,-1.1004
3198,1.0,1.2565,-0.8107
3199,0.0,0.6571,0.2114
3200,0.0,-1.7578,-0.7188
3201,1.0,0.45,-1.2648
3202,1.0,1.7482,1.1149
3203,1.0,3.0618,1.3692
3204,0.0,-0.5255,-0.6024
3205,1.0,4.6673,0.2385
3206,0.0,-0.2841,-0.3635
3207,0.0,-0.2952,-1.2608
3208,0.0,-4.6325,-0.8268
3209,1.0,2.4687,0.3999
3210,0.0,-0.719,0.0523
3211,1.0,0.3531,-0.2261
3212,0.0,-2.4977,-1.4135
3213,1.0,6.0857,0.9692
3214,1.0,1.9544,1.1557
3215,0.0,-3.2709,-1.0903
3216,0.0,-2.54,-1.5944
3217,0.0,0.4886,0.4383
3218,1.0,-0.1573,0.0822
3219,1.0,0.7627,-0.4426
3220,0.0,-2.4048,-1.1457
3221,0.0,1.8303,0.3021
3222,0.0,2.4375,0.257
3223,1.0,2.4248,-0.2335
3224,0.0,-1.3764,0.0307
3225,0.0,-2.0643,-1.0824
3226,0.0,-1.8179,-0.1396
