pid,A,Y,X,W,Z
6094,0.0,-1.0911,-0.5752,1.6048,0.4425
6095,0.0,-0.6272,-2.2068,-0.303,-0.486
6096,1.0,3.1745,-0.8393,2.3344,1.4377
6097,1.0,0.9183,0.2722,2.6796,3.2117
6098,1.0,3.5141,-1.1607,1.3789,0.5666
6099,0.0,-3.5212,-0.7921,-1.9063,-2.4326
6100,1.0,2.4042,0.9702,1.6941,0.5895
6101,0.0,-1.1073,-2.0101,-0.6422,1.2989
6102,0.0,1.2986,-0.5358,0.6433,2.0233
6103,1.0,2.9818,1.7077,0.0143,2.0468
6104,1.0,2.8303,0.3785,2.141,2.123
6105,0.0,-3.1533,-0.6139,-0.7906,-0.5536
6106,1.0,2.3853,-0.6532,0.9668,-0.0088
6107,0.0,-1.059,-2.098,-2.1227,-2.0133
6108,0.0,-0.8743,-0.7588,-1.1751,-0.1538
6109,0.0,2.7543,0.6093,0.5571,-1.4992
6110,0.0,-1.4801,0.062,-1.4439,-1.3986
6111,0.0,1.3248,1.9251,-0.9626,-0.4496
6112,0.0,-2.8553,-0.8258,3.3301,1.3453
6113,0.0,-4.4381,-0.9601,-1.4802,-1.3198
6114,0.0,-0.5363,-0.1265,-0.2544,-0.2269
6115,0.0,-2.4794,-1.4874,-0.7753,-0.7394
6116,0.0,0.9949,-1.1171,2.0781,-0.1298
6117,0.0,-1.7072,-1.4892,-1.7601,-2.1399
6118,1.0,1.6921,0.4753,2.5368,2.6223
6119,0.0,0.5236,0.0776,-0.0812,0.2922
6120,0.0,0.2751,0.3051,0.5694,1.726
6121,0.0,0.5451,-1.5297,0.2394,-0.4585
6122,0.0,-3.6679,-0.4233,-2.4471,-2.7575
6123,0.0,0.1817,1.4697,-0.9636,0.7789
6124,1.0,1.0713,-0.405,0.353,0.9541
6125,0.0,-1.5667,-0.5159,-1.8229,1.0778
6126,1.0,1.813,0.5845,-0.1477,0.0554
6127,1.0,1.6679,1.6821,1.5691,-0.8492
6128,0.0,-3.5329,-0.1888,-0.4647,-0.7285
6129,1.0,0.9185,-0.427,0.1453,-0.3845
6130,0.0,0.6834,-1.2424,0.0418,0.6907
6131,0.0,-2.0902,-0.7651,-0.1663,0.3062
6132,1.0,1.6891,0.5323,2.2221,3.4982
6133,1.0,6.321,2.055,2.9714,3.0983
6134,0.0,-3.1473,0.8899,-0.9614,-2.0439
6135,1.0,1.6615,1.6405,-1.4247,-0.1352
6136,0.0,-1.1791,1.209,-1.7494,-1.6894
6137,0.0,-1.5819,0.3961,-0.8975,0.0006
6138,0.0,-1.097,0.5526,-3.2771,-3.425
6139,1.0,-0.0413,-0.7695,-1.544,-0.5103
6140,1.0,3.2869,1.6295,0.2692,1.4588
6141,0.0,-3.1209,-2.1008,-4.8793,-2.3643
6142,0.0,1.2262,-0.1436,1.4593,2.5634
6143,0.0,-0.6026,1.897,-1.4732,-1.2412
6144,1.0,0.3559,-0.2745,0.566,1.0734
6145,0.0,-0.1066,0.5674,-0.5833,0.3884
6146,1.0,1.7427,2.938,-1.1554,-1.2655
6147,1.0,1.4127,-1.1641,-0.4674,0.5864
6148,0.0,-0.8151,-1.1976,1.2579,1.1547
6149,1.0,1.9902,0.3142,1.2882,2.5149
6150,1.0,2.3979,-0.9407,0.2072,0.6761
6151,0.0,2.4899,-0.8505,2.3048,2.2683
6152,0.0,-1.9704,-1.8704,1.5968,0.412
6153,0.0,-0.0758,-0.1822,-0.637,-2.515
6154,1.0,1.0961,-0.8449,-0.1203,0.8146
6155,0.0,-0.5303,-1.9239,-0.9528,1.613
6156,1.0,3.1368,0.788,2.0078,1.3364
6157,1.0,4.5751,1.7238,0.1058,0.0866
6158,1.0,2.7553,0.6561,-1.429,1.8246
6159,0.0,-0.3221,-1.6259,-2.1374,-0.4732
6160,1.0,-0.6031,-1.2789,0.0736,-1.368
6161,1.0,-0.2897,-1.5258,0.2591,-0.1197
6162,1.0,4.0435,0.9495,2.1397,2.6268
6163,1.0,2.4666,1.3698,0.8152,0.7416
6164,0.0,-1.0358,-0.2433,-1.635,-2.0763
6165,0.0,-1.3542,-1.2251,0.7819,1.6983
6166,1.0,2.5149,1.6614,0.6977,-0.2892
6167,1.0,1.0862,0.5823,0.0802,0.4064
6168,1.0,0.0858,-0.8339,-2.2624,-0.0564
6169,0.0,-4.9156,0.5293,-2.4296,-2.4114
6170,1.0,2.8895,0.4182,0.8886,1.9348
6171,1.0,0.2706,0.7232,-2.5139,-1.7808
6172,1.0,-0.6296,-0.4159,-1.776,1.9313
6173,1.0,0.8612,-1.1589,-2.6458,-0.3161
6174,0.0,-1.3416,0.1979,-0.0861,-1.8603
6175,0.0,-3.1684,-1.2618,0.9324,-1.3816
6176,1.0,4.6251,1.6345,3.9445,0.5313
6177,0.0,-1.4698,-0.9513,0.5369,1.088
6178,1.0,1.3169,0.6881,0.4523,-0.3703
6179,1.0,1.9259,-0.0177,1.4239,1.6908
6180,1.0,1.1413,-0.3761,-0.9096,-1.0821
6181,1.0,3.3702,1.1937,2.0827,0.146
6182,0.0,-1.7337,-0.4847,-0.5227,-0.4885
6183,0.0,1.5602,0.8217,1.48,2.7266
6184,1.0,4.4532,1.3695,2.3138,2.0226
6185,1.0,0.3055,1.0627,-0.5945,0.5679
6186,0.0,-0.3226,0.6342,0.4022,-0.6384
6187,0.0,-1.1228,0.3759,-0.5452,-1.4614
6188,1.0,2.3496,1.6366,-0.8172,-0.8961
6189,0.0,-3.0134,0.3193,-3.0773,-2.0138
6190,1.0,0.3166,-0.7306,1.2951,1.7216
6191,1.0,4.5362,1.5949,-0.76,2.341
6192,1.0,-0.3344,-0.995,0.3131,0.6038
6193,1.0,4.3708,1.0246,2.6657,1.2803
6194,0.0,-1.8879,-0.2316,-1.8862,-1.3358
6195,0.0,-0.4241,-0.7956,-0.4179,1.0899
6196,0.0,0.8027,1.0396,0.8259,-1.7903
6197,0.0,-2.586,0.768,-2.926,-3.1899
6198,1.0,1.2787,0.2413,1.6504,-2.2894
6199,0.0,-1.253,-1.4962,-1.4244,-2.2417
6200,0.0,-0.4366,-0.9683,0.3736,1.4617
6201,0.0,1.1605,1.6391,-1.1402,0.2858
6202,1.0,0.9476,0.3845,-1.906,0.1342
6203,1.0,2.5925,-1.263,2.4344,0.3949
6204,0.0,2.9117,2.7154,1.5634,-1.2014
6205,0.0,0.1667,-0.9919,1.1676,1.4185
6206,0.0,0.938,2.7339,0.4252,-0.1547
6207,1.0,-0.2167,0.9493,-2.5545,-2.3181
6208,1.0,1.8789,0.0493,0.2021,-1.2792
6209,1.0,2.3403,-0.7012,4.6051,2.6031
6210,1.0,4.0289,-0.0232,0.5771,1.6486
6211,1.0,2.375,0.8803,0.3471,-0.2421
6212,1.0,3.6137,-0.0223,-0.2714,0.3567
6213,1.0,-0.7807,2.4544,-0.4512,-1.3723
6214,1.0,2.8037,-1.6606,2.0465,2.9378
6215,0.0,1.8061,0.1854,-0.8326,-0.6535
6216,0.0,-0.864,-2.034,-2.3501,1.3333
6217,0.0,-2.9032,-0.1492,-1.9668,-2.4645
6218,1.0,1.695,1.2822,1.2473,1.8715
6219,0.0,-0.599,-0.6724,-1.0185,-1.3617
6220,0.0,0.2677,0.3367,-1.2121,-0.8751
6221,1.0,2.8493,1.2265,3.9563,3.1317
6222,1.0,-1.67,2.0595,-4.4684,-2.8534
6223,0.0,0.1998,0.3407,0.4194,0.1698
6224,1.0,1.22,-1.6725,1.7335,1.1618
6225,0.0,-1.2748,1.1293,-1.2366,-0.76
6226,1.0,4.3126,0.2417,1.5398,3.4315
6227,1.0,0.2391,0.8732,0.3929,-0.2644
6228,0.0,0.0044,-1.1623,0.7965,2.4401
6229,0.0,0.4381,-0.6919,1.5796,-0.0282
6230,1.0,3.2099,1.1021,2.3398,1.8514
6231,0.0,-2.7207,-1.6722,1.0513,0.2934
6232,0.0,0.8297,-0.352,0.7607,0.4916
6233,1.0,2.6393,-0.4788,2.8806,2.4285
6234,0.0,-1.838,0.7853,-2.0493,-0.6825
6235,1.0,4.1588,0.8244,1.8317,2.5106
6236,1.0,-0.5239,-1.3934,0.2961,-0.7096
6237,1.0,-0.182,0.8704,-0.2957,-0.9285
6238,0.0,0.8262,-0.9899,-0.0909,1.1742
6239,1.0,2.3715,0.7273,2.8145,1.4864
6240,0.0,-0.4372,0.5268,-0.16,-1.2856
6241,0.0,-0.17,0.7954,-1.0471,-0.3068
6242,0.0,1.2118,0.0397,0.3883,0.6491
6243,0.0,-0.043,-1.1204,-0.6458,0.0781
6244,0.0,0.1775,0.0796,0.4183,-1.0091
6245,0.0,-1.9156,-0.2712,-0.7007,-0.7931
6246,1.0,-0.6437,0.2561,-0.4035,-0.9804
6247,1.0,2.9212,-0.0018,0.1171,2.5655
6248,0.0,1.118,-0.7979,2.3905,0.5029
6249,0.0,-1.9426,0.2704,-1.8333,-1.011
6250,0.0,-1.6933,-1.9916,-0.0911,0.5674
6251,1.0,2.37,1.3012,0.8172,1.4243
6252,0.0,-2.3996,-0.2019,-1.2655,-1.0936
6253,0.0,0.6149,0.7572,-0.8128,-0.3123
6254,0.0,2.0788,0.3939,1.2693,2.2186
6255,0.0,0.4197,-1.1046,1.8941,-1.0726
6256,0.0,-4.6234,-0.2174,-1.8297,-1.2888
6257,0.0,-2.3959,-0.136,-0.8212,-3.3637
6258,1.0,0.6828,-0.8649,0.8577,1.1368
6259,0.0,1.3512,1.0968,0.9912,-0.932
6260,1.0,1.7026,0.302,1.6351,2.1022
6261,0.0,-0.8666,-0.4773,-0.8219,0.0799
6262,0.0,-3.1218,-0.2215,-0.8896,-0.444
6263,1.0,1.3998,1.5381,-1.9559,-0.7041
6264,1.0,2.9853,2.5948,0.8735,0.915
6265,0.0,-0.1292,0.7775,-1.54,-0.4553
6266,0.0,2.2064,0.823,1.8142,1.291
6267,1.0,2.3786,-0.8886,-0.5451,1.7002
6268,0.0,0.4129,1.7052,-0.0787,-0.3576
6269,0.0,-0.9057,-0.2954,-1.443,-2.3687
6270,1.0,0.8062,0.566,0.1507,2.8436
6271,1.0,2.2479,-2.0591,2.24,-1.4689
6272,1.0,1.3787,0.355,1.0344,-0.5162
6273,1.0,0.9062,1.8298,-1.0834,-3.1251
6274,0.0,-0.6104,-0.5845,-1.3908,-2.2941
6275,1.0,2.4743,0.3175,1.1223,0.4759
6276,0.0,0.0103,0.6477,0.4303,-0.3451
6277,1.0,2.4866,2.4587,0.3055,-0.8405
6278,1.0,-0.401,-0.9247,1.2758,-0.2533
6279,0.0,1.1401,-0.2048,0.6765,0.7252
6280,1.0,1.5355,1.4487,-1.0055,-1.0949
6281,1.0,1.6533,1.5836,1.0201,0.1978
6282,0.0,-1.6943,-2.0496,0.4803,-2.7405
6283,0.0,0.3324,0.1515,-0.5302,-0.4885
6284,1.0,4.5944,0.3931,2.6805,-1.4078
6285,1.0,2.5056,0.0335,1.4795,0.9672
6286,1.0,1.1586,0.0798,4.2672,1.7596
6287,1.0,1.2098,-0.6346,-0.2582,0.9546
6288,1.0,2.8274,-0.2426,-0.1536,-0.0642
6289,0.0,-0.6084,0.2274,1.9817,0.2353
6290,0.0,-1.6825,-1.494,-0.0422,-0.038
6291,1.0,0.0184,-0.6278,1.4647,0.0154
6292,0.0,1.0164,-0.0677,1.0756,2.4239
6293,0.0,1.1482,-0.0256,1.3916,-0.8564
6294,1.0,2.637,0.7434,1.5893,0.9942
6295,1.0,2.1568,1.6331,1.6865,1.39
6296,1.0,2.859,0.6488,1.3742,2.6296
6297,0.0,-1.8157,0.0352,1.1066,-0.2241
6298,0.0,1.4062,1.2839,2.37,0.6726
6299,0.0,-1.309,-1.9434,-4.7072,0.6696
6300,1.0,2.5492,0.9006,2.2489,2.5137
6301,1.0,3.0013,0.4982,-1.713,0.9035
6302,1.0,0.5913,1.0827,0.6189,-1.2371
6303,1.0,1.3094,1.1449,-1.2102,-0.7151
6304,0.0,0.1998,0.5237,-1.2134,-1.4375
6305,1.0,1.4984,-0.3705,1.8439,3.6533
6306,1.0,3.5197,0.9118,1.2434,-0.6853
6307,0.0,-0.3625,0.2011,-0.948,-1.1495
6308,1.0,1.3922,0.0937,2.7413,0.1995
6309,1.0,0.5919,-1.7453,0.803,0.9669
6310,0.0,-0.0534,-0.1709,-1.0385,-0.093
6311,1.0,0.4064,-0.9095,0.5456,0.0341
6312,1.0,0.8295,0.0035,0.4115,0.1146
6313,1.0,-0.7237,-0.7936,0.9249,-0.371
6314,1.0,4.3356,0.3514,0.742,0.8316
6315,1.0,1.8128,-1.9357,0.6277,-1.7619
6316,0.0,3.505,1.8616,1.3168,2.9185
6317,0.0,-1.8021,-0.9284,-1.3265,-0.5035
6318,1.0,4.5458,1.2493,0.6738,1.8653
6319,0.0,0.2517,-0.4487,-0.8151,-0.9905
6320,1.0,0.7789,-0.7468,-0.7715,-0.1985
6321,0.0,1.2783,1.0471,-0.5076,0.8663
6322,1.0,4.5152,0.493,1.3228,1.6582
6323,0.0,-2.2463,-0.1787,0.1664,-1.178
6324,1.0,4.4101,1.2307,1.2687,0.8747
6325,0.0,-1.5426,0.5027,-0.6036,-0.6254
6326,0.0,-0.8068,-0.6615,-1.1377,-2.468
6327,0.0,-0.223,-0.0712,-1.0151,0.8675
6328,0.0,1.3383,-0.5458,0.7426,-0.468
6329,0.0,1.4607,-0.2141,0.9814,0.0868
6330,0.0,0.9535,1.3715,0.7937,-0.7467
6331,0.0,-0.8281,-1.527,-0.5507,-1.2711
6332,0.0,-1.7741,-0.2635,-0.3221,-0.8114
6333,1.0,2.8195,1.0437,2.2036,0.2041
6334,0.0,-3.5387,-2.2947,-0.514,-1.4388
6335,1.0,0.8953,-0.4734,0.6794,0.2642
6336,0.0,-2.8286,-1.6119,-0.3552,-0.0481
6337,0.0,-0.9899,0.1227,-0.2947,-0.5593
6338,1.0,1.3209,0.4517,0.8872,0.5976
6339,1.0,1.5026,-0.458,1.1366,0.4703
6340,1.0,3.0318,-0.4156,-0.1725,1.9344
6341,0.0,0.1419,-0.2229,0.2273,1.4236
6342,1.0,1.7388,-0.1192,0.9719,1.5814
6343,0.0,-0.6304,-1.3618,1.8535,-0.6693
6344,1.0,2.8437,0.7084,1.4922,1.6314
6345,1.0,0.4623,0.5623,-1.637,0.3222
6346,0.0,2.5086,-1.1687,2.4809,3.1118
6347,0.0,-1.9384,0.0466,-0.9142,-1.245
6348,1.0,3.7994,0.3884,-0.8358,0.7345
6349,1.0,3.0456,1.0509,2.0752,1.2994
6350,1.0,1.6948,0.2787,0.3436,-0.2786
6351,0.0,-0.567,-0.5203,-0.0504,-0.5025
6352,1.0,1.0327,0.1886,0.7814,1.2334
6353,0.0,-2.3806,-1.3536,-1.0888,-3.1563
6354,1.0,2.9082,-0.791,1.2459,1.695
6355,0.0,1.6699,-1.2094,-0.2576,0.7579
6356,0.0,-4.3233,-1.2864,-4.4306,-2.581
6357,0.0,-0.8355,0.4054,-0.38,0.6931
6358,1.0,2.73,-0.0736,0.5061,2.4239
6359,1.0,-0.2117,-0.7118,0.5422,0.3671
6360,1.0,-0.8811,-0.9774,0.118,-0.4991
6361,0.0,0.954,-0.93,2.0443,-0.1106
6362,0.0,-1.2303,1.3227,-1.2765,-1.072
6363,0.0,-0.5252,0.9267,-1.0321,-0.7374
6364,1.0,0.4582,0.5045,1.5667,-0.9751
6365,0.0,0.2135,-0.1297,1.0173,0.1523
6366,1.0,2.0799,1.1186,1.0965,0.1525
6367,0.0,0.6058,0.0403,-0.4604,0.7419
6368,0.0,-3.6465,0.2238,-0.5257,-2.3878
6369,0.0,-3.3256,-2.773,-3.0259,-0.9733
6370,1.0,2.3848,0.5048,2.2954,3.5842
6371,1.0,2.9688,-0.3375,0.8574,1.7046
6372,1.0,1.8583,-0.1984,3.8071,3.5326
6373,1.0,0.5625,0.8875,-1.9208,-0.587
6374,0.0,-2.2571,-0.7003,0.4525,-0.9311
6375,1.0,0.0347,-0.1497,0.5812,0.5773
6376,1.0,3.102,1.328,2.5863,1.2003
6377,0.0,1.2342,1.1973,2.1,2.88
6378,0.0,-2.86,-0.726,-2.0594,-2.6403
6379,0.0,-0.3045,0.5455,-1.2658,-0.5585
6380,1.0,3.9836,1.1398,1.9556,1.8902
6381,0.0,-2.185,-2.421,-1.1923,-3.2874
6382,0.0,-0.6843,0.2059,-1.1886,-0.331
6383,1.0,1.2182,-0.6438,1.8798,2.2607
6384,1.0,0.6312,0.4876,-0.522,0.8324
6385,0.0,-2.1241,-0.9728,0.3715,0.3718
6386,1.0,1.127,-0.7902,0.6008,-0.6756
6387,1.0,3.0874,-0.003,-1.0439,1.7371
6388,1.0,1.5554,0.6003,1.6065,0.6074
6389,1.0,0.1526,-1.761,1.2383,0.9486
6390,1.0,-0.3273,-0.376,-1.9931,-1.2476
6391,0.0,-0.1613,0.0085,2.0781,-0.4411
6392,1.0,0.327,1.2476,0.0559,-0.0653
6393,0.0,0.4175,0.9417,-0.0221,1.5643
6394,1.0,-1.7125,-2.9939,-2.7391,0.3541
6395,1.0,0.9864,-0.6932,1.5409,-0.2762
6396,1.0,0.1155,-1.6928,0.0021,-0.1054
6397,1.0,3.2523,-0.5089,2.1026,0.9764
6398,1.0,-1.0228,0.4247,-3.082,-1.872
6399,1.0,0.9478,0.889,-1.0509,-1.0446
6400,1.0,1.2963,-0.4776,-1.3856,0.5662
6401,1.0,1.9931,0.6176,1.5891,0.3419
6402,0.0,-1.6461,0.248,-2.8521,-2.4152
6403,1.0,2.681,0.9874,1.0195,-1.3171
6404,0.0,3.3327,-1.3764,0.5127,1.3622
6405,0.0,-1.7421,-1.7674,-0.8539,-0.9709
6406,0.0,1.2961,1.3877,-0.5185,1.0392
6407,1.0,3.3295,1.7457,-1.3849,0.9148
6408,0.0,-0.5387,-0.8345,-1.6837,-0.5922
6409,1.0,-0.379,-0.1629,0.3332,0.8906
6410,1.0,-0.5704,-1.9036,-1.209,-0.5401
6411,1.0,1.3243,1.3166,-1.7876,0.1144
6412,0.0,1.5179,0.8845,-0.0554,0.4712
6413,1.0,6.9287,-0.2902,3.4867,3.5795
6414,0.0,-0.746,-0.7251,-1.0006,-0.2146
6415,0.0,-3.3828,-1.1789,-2.6269,-2.3312
6416,0.0,-0.6385,0.5692,-2.199,-2.5043
6417,1.0,-0.363,0.8289,0.3185,-0.2316
6418,0.0,-1.8083,0.5342,-2.9439,0.0896
6419,0.0,-2.8741,0.2353,-1.4814,0.2563
6420,1.0,0.5259,-0.2011,1.9096,1.9642
6421,1.0,2.3771,1.2545,-0.4702,0.4192
6422,1.0,3.0578,0.1966,0.4684,1.4729
6423,1.0,0.0802,3.3126,-0.2136,-1.4241
6424,0.0,0.7428,-0.506,0.1423,1.5206
6425,1.0,4.5719,1.5157,3.0528,3.0702
6426,0.0,0.7148,0.9589,0.1076,-0.0111
6427,1.0,1.9011,0.0259,0.4772,-0.3577
6428,0.0,-2.2143,-0.4886,-2.7768,-1.5677
6429,1.0,-2.124,-1.2382,-2.0929,-0.2915
6430,1.0,-1.805,1.4792,-2.8693,-2.9849
6431,1.0,-1.3343,-0.3846,-1.1291,-2.0345
6432,0.0,1.5332,0.8731,0.1577,-0.3293
6433,0.0,0.3448,2.1548,-1.9937,-1.7824
6434,1.0,0.1766,0.6981,-2.8943,-1.7835
6435,0.0,0.3106,-0.3261,1.2754,1.1051
6436,0.0,-1.086,-0.1785,-1.8474,-2.0588
6437,0.0,-1.4713,-0.9364,-0.2093,-0.3183
6438,1.0,1.9,0.9801,2.7932,2.1826
6439,0.0,-3.209,-0.1791,-1.9396,-1.1067
6440,0.0,-0.3181,-0.4023,-2.6389,-1.829
6441,1.0,3.2353,2.5898,0.7457,0.2581
6442,0.0,-3.4921,-0.5309,-2.2386,-0.9462
6443,1.0,2.3278,-0.2625,3.3339,0.9063
6444,0.0,0.3623,1.5684,1.0345,0.7058
6445,1.0,3.0039,-0.5755,0.8989,2.3802
6446,1.0,1.9485,-0.3266,-0.1824,0.0725
6447,1.0,1.5058,0.3462,0.7467,0.6254
6448,1.0,-1.0117,-0.9386,-0.8025,-0.7852
6449,0.0,1.1027,0.5895,1.783,0.4625
6450,0.0,0.056,-2.5492,1.1711,1.2222
6451,0.0,-1.1046,-1.7732,1.0415,1.8167
6452,0.0,-1.2133,0.3315,-1.7764,0.5187
6453,1.0,-0.062,-0.9048,-0.833,-2.0218
6454,1.0,-0.3041,-0.7942,0.4714,0.4668
6455,0.0,-0.7498,-1.2806,-0.2239,-0.9571
6456,0.0,-0.7364,-2.8809,-0.4621,-1.0301
6457,0.0,1.2384,-0.0385,-0.8556,1.6211
6458,1.0,-1.0148,0.2778,-2.9571,-2.6559
6459,1.0,0.1596,0.7758,-1.2343,-1.2569
6460,1.0,1.228,-0.1106,-1.3772,-0.1433
6461,1.0,4.0531,2.1077,1.4267,2.6669
6462,1.0,1.2668,-1.0858,1.904,2.2838
6463,0.0,0.2556,0.0722,0.1543,1.3699
6464,1.0,-0.9532,0.4274,-3.3463,-1.2268
6465,0.0,-2.9463,-0.6377,0.1198,-3.4717
6466,0.0,0.7276,-0.561,-0.0408,-1.3834
6467,0.0,2.0967,0.9343,0.9759,1.7231
6468,0.0,2.5903,-0.6218,2.4081,2.1852
6469,1.0,2.0349,0.0069,2.8077,1.7251
6470,0.0,0.281,-0.2039,0.7394,0.9615
6471,1.0,0.9355,-2.094,-0.4594,0.1494
6472,1.0,1.9496,-0.2236,1.431,-1.3799
6473,0.0,-3.7525,-1.0219,-0.3832,-2.0286
6474,0.0,-2.4147,0.8022,-3.4986,-2.4265
6475,1.0,0.3406,0.0677,0.2807,-3.2032
6476,0.0,-0.6015,-1.1172,-1.5757,-1.3822
6477,0.0,-1.4795,-0.1099,-1.077,-1.8159
6478,1.0,-1.7698,-1.4843,1.3264,0.1999
6479,0.0,-0.1703,-1.0604,0.7186,-0.6813
6480,0.0,-1.1168,0.47,-0.9123,-0.6657
6481,1.0,3.4883,1.9934,1.5012,1.2524
6482,1.0,3.3645,1.0846,1.1221,-0.1442
6483,0.0,-5.5409,-0.7684,-2.8069,-4.521
6484,0.0,2.4577,0.5055,1.2904,1.6021
6485,1.0,1.7033,0.6231,1.4123,0.874
6486,1.0,2.4947,-0.3018,2.2133,0.8226
6487,1.0,0.1395,-0.645,0.47,2.074
6488,0.0,0.7362,1.5194,-2.2396,-2.0974
6489,1.0,-0.4737,1.5809,-2.1416,-0.6317
6490,1.0,3.3137,1.2426,-1.2076,1.0687
6491,1.0,1.9067,-0.2726,1.7395,0.4422
6492,0.0,1.8514,-0.3902,2.247,3.1672
6493,1.0,0.065,-0.3928,0.993,0.299
6494,1.0,2.7719,-0.2132,2.1262,2.0928
6495,0.0,-2.8037,-0.6277,-2.2415,-2.5512
6496,0.0,1.2789,0.6944,-1.9679,-1.325
6497,1.0,1.1595,-0.2602,-0.0054,1.3498
6498,0.0,-2.0323,-0.9389,-1.2855,0.806
6499,0.0,-1.1136,0.817,-1.6326,-0.919
6500,0.0,-1.115,-0.1149,-0.5096,-2.0824
6501,1.0,3.5819,0.2513,-0.0932,1.3415
6502,0.0,-2.6131,-0.38,-1.894,-2.2441
6503,1.0,1.9377,-0.0566,-0.4041,0.1302
6504,1.0,1.1134,-0.4299,-0.1935,0.7445
6505,0.0,-1.6063,0.1638,-0.8264,-1.9878
6506,0.0,-0.8079,1.4677,0.6791,-1.13
6507,1.0,1.7969,1.8969,0.2656,-1.1322
6508,1.0,1.377,0.583,-1.8526,1.578
6509,1.0,1.8737,0.6924,0.6716,0.6097
6510,1.0,0.2243,0.7833,-1.3471,0.5097
6511,1.0,-0.0681,-1.505,2.306,-0.2551
6512,1.0,-0.9657,0.017,-1.8108,-1.6474
6513,1.0,-0.206,1.5095,-1.5406,-2.3059
6514,0.0,-0.6428,0.4965,-2.0721,-2.8395
6515,1.0,0.7461,-0.2192,-1.1767,-0.2445
6516,0.0,0.7422,0.7401,0.0421,1.1475
6517,0.0,-2.653,1.8132,-0.8732,-0.999
6518,1.0,3.6253,0.8848,0.1441,0.7883
6519,0.0,-0.6699,-0.9394,-0.4332,1.8113
6520,0.0,-0.9268,0.9808,-1.5954,-1.2176
6521,0.0,-3.0721,0.0025,-3.0161,0.3652
6522,1.0,1.871,0.285,0.3604,0.6965
6523,1.0,1.9027,0.8437,-0.4434,2.1488
6524,0.0,-0.1142,0.4835,0.3438,-2.1862
6525,0.0,-1.4668,-0.4341,1.779,0.9827
6526,1.0,-0.1334,-0.0156,-1.3521,0.0871
6527,1.0,1.7173,0.2945,1.9752,0.0973
6528,0.0,-0.7021,0.5968,-2.0009,-0.9857
6529,0.0,-1.8741,0.6387,-3.2081,-3.1478
6530,1.0,0.5936,0.0154,-0.6412,0.6212
6531,0.0,-1.148,0.3111,-0.4155,-0.8144
6532,0.0,0.7795,-0.8217,-0.2973,1.8674
6533,0.0,0.6322,-1.5867,0.4514,-0.7608
6534,1.0,3.9865,0.3567,1.4467,3.5068
6535,0.0,-1.6625,0.7073,-1.8358,-0.2711
6536,1.0,0.9219,0.322,2.1787,0.0704
6537,1.0,2.8721,-0.091,2.5264,3.3921
6538,1.0,3.4187,0.645,1.3247,1.8445
6539,0.0,-0.2776,-1.163,-1.2377,0.8284
6540,1.0,2.3146,-0.3363,-0.2075,1.8274
6541,0.0,2.3461,0.019,0.5707,-0.6236
6542,0.0,-1.2671,-0.8496,0.8858,-2.8514
6543,1.0,3.3716,-0.623,2.3641,0.3558
6544,0.0,-3.1389,0.1257,-1.2095,-1.9407
6545,0.0,-2.562,-0.7227,0.9447,-1.0832
6546,1.0,1.7582,1.6836,2.8584,0.1539
6547,1.0,1.1705,1.2308,0.4978,1.4038
6548,0.0,-1.2714,0.3381,-1.264,0.009
6549,1.0,-0.348,0.5829,0.9599,-2.5702
6550,0.0,0.187,1.2707,1.03,1.585
6551,1.0,2.9889,-0.1169,1.859,1.779
6552,1.0,-1.3061,0.3191,-0.5411,0.218
6553,0.0,-3.0965,-1.6322,-2.5533,-0.2742
6554,1.0,0.3949,-0.0942,-0.6184,0.6692
6555,1.0,2.3755,1.4279,0.3655,0.4239
6556,0.0,0.0837,-1.0494,0.2963,-0.5866
6557,0.0,-0.4553,0.2138,-0.3539,-1.8393
6558,1.0,2.7884,-0.5025,0.6857,0.447
6559,1.0,1.7178,0.4981,0.828,0.9518
6560,0.0,-0.8802,1.6913,-1.2622,0.3765
6561,1.0,1.9452,0.7942,2.1695,0.4626
6562,1.0,0.8928,-0.6953,-0.335,-0.0536
6563,1.0,1.6175,0.3194,-0.5339,1.688
6564,1.0,-0.6235,0.0208,-0.452,0.1599
6565,0.0,-1.5611,0.0142,-4.5237,-1.4193
6566,0.0,0.9023,1.043,1.684,0.7606
6567,0.0,-1.456,-2.032,-0.1931,0.463
6568,1.0,4.3652,0.7051,1.7621,1.4878
6569,1.0,3.7296,0.6792,2.1746,2.964
6570,1.0,0.7745,2.2872,-2.1027,-1.2058
6571,1.0,2.7511,-0.1594,0.5496,0.2514
6572,0.0,1.8676,0.1565,0.5631,1.4146
6573,1.0,0.4694,0.7076,0.1158,-1.1791
6574,1.0,0.7738,2.4105,-0.4052,-0.3137
6575,0.0,-0.2539,0.7736,-2.032,-2.1295
6576,0.0,0.0013,-0.2992,-0.4165,-1.8254
6577,0.0,-2.0099,0.1978,-1.7524,-0.6898
6578,0.0,-4.7448,0.1678,-2.1823,-4.2439
6579,1.0,0.5273,-0.0084,-0.0838,1.3651
6580,1.0,0.3532,-1.292,-0.1538,1.5112
6581,0.0,-4.0335,-1.0843,-3.7397,-2.0533
6582,0.0,-2.6605,-1.6639,-1.4087,-2.1399
6583,1.0,0.9491,-0.4381,0.4407,0.2406
6584,1.0,1.2469,-2.0896,2.0323,2.584
6585,0.0,-1.4252,0.1388,-1.4531,-2.4729
